winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
0.469236823039,0.573949664698,-1,66.4908222782,-1.0,1.0,?,2,2.0,1.0,0,24.0,64.0,0
0.663151137133,0.408187970066,-1,63.0817597602,?,1.0,4,4,4.0,1.0,1,75.0,7.0,1
0.984530330457,0.748725862594,-1,67.8962733232,2.0,2.0,1,2,0.0,4.0,0,58.0,59.0,1
0.815964653582,0.830799656092,-1,75.461034078,2.0,0.0,3,1,?,3.0,0,57.0,48.0,?
0.65732575167,0.237598009682,-1,58.6198122382,1.0,3.0,2,4,3.0,4.0,0,37.0,82.0,0
0.509426624587,0.619620970128,0,64.3769714432,1.0,2.0,5,4,3.0,3.0,1,58.0,49.0,0
0.35696365983,0.637042678673,-1,65.9569929499,2.0,-1.0,5,3,1.0,2.0,1,50.0,34.0,1
0.829028942693,0.971000648907,1,69.5036291692,1.0,2.0,3,4,4.0,1.0,1,11.0,?,0
0.402717531959,0.219514340383,0,60.8596331778,0.0,1.0,3,4,4.0,2.0,0,66.0,67.0,0
?,0.563480538627,-1,60.6983021099,1.0,2.0,4,3,3.0,2.0,0,?,19.0,0
0.33242119584,0.634710569661,1,?,1.0,2.0,3,4,4.0,2.0,0,44.0,32.0,0
0.620493078449,0.432761980589,-1,70.5713559504,2.0,2.0,4,2,2.0,4.0,1,61.0,33.0,1
?,0.270783746988,0,63.1063178748,1.0,0.0,1,3,3.0,4.0,1,22.0,43.0,0
0.332079068309,0.366657970773,1,?,1.0,2.0,2,?,2.0,5.0,0,61.0,48.0,0
0.326503045906,0.296793668127,?,67.126435929,?,-1.0,3,2,1.0,3.0,1,13.0,87.0,1
?,0.310857246052,1,65.1873115413,2.0,3.0,1,2,1.0,4.0,1,11.0,41.0,0
0.0875971617473,0.362081922791,-1,76.809833576,1.0,1.0,1,3,1.0,1.0,1,86.0,49.0,1
0.536191465254,0.718830916485,1,?,1.0,2.0,4,3,-1.0,3.0,0,22.0,53.0,0
?,0.57306199109,0,64.7300636321,1.0,2.0,3,?,5.0,4.0,0,36.0,81.0,0
0.360494766238,0.511915103205,?,72.5645097581,3.0,1.0,1,5,4.0,4.0,0,78.0,36.0,1
0.606466019926,0.321661948513,?,67.8273601988,3.0,2.0,4,4,?,3.0,1,70.0,56.0,1
0.475614847145,0.242035126087,1,60.1798936538,1.0,1.0,?,3,1.0,3.0,0,35.0,47.0,0
-0.13232941995,0.279758971155,0,?,0.0,3.0,1,2,3.0,?,1,?,56.0,1
?,0.782961924282,-1,54.3586486053,2.0,2.0,3,2,4.0,1.0,0,?,54.0,1
0.269989377135,0.290149042001,1,78.6181740692,1.0,4.0,3,3,?,3.0,1,12.0,63.0,?
0.663288967561,0.320744199936,0,72.9554482482,1.0,?,1,4,2.0,1.0,1,61.0,52.0,0
0.996568276795,0.442103325141,0,70.8407305156,0.0,1.0,4,?,2.0,2.0,0,24.0,43.0,0
0.870644612769,0.40063214992,-1,63.0254178011,2.0,1.0,3,3,2.0,4.0,0,69.0,83.0,0
0.567398189878,0.879349372711,0,75.1583574575,3.0,1.0,1,3,2.0,3.0,1,66.0,39.0,1
0.761458053536,?,1,62.7495238757,3.0,2.0,3,5,3.0,2.0,1,82.0,41.0,1
0.814302325898,0.372650083361,1,63.4496676761,1.0,2.0,3,5,3.0,3.0,?,34.0,80.0,0
0.542107306321,0.264672971425,-1,66.1092628912,1.0,2.0,?,5,4.0,3.0,0,78.0,37.0,0
0.826901350721,0.51638165084,1,52.2507778841,-1.0,0.0,?,2,1.0,3.0,0,60.0,53.0,0
0.651152792781,0.519746132877,1,67.3600014555,2.0,0.0,2,4,3.0,3.0,1,56.0,76.0,1
0.0477487342241,0.6209609721,-1,67.8172469281,0.0,3.0,4,2,2.0,3.0,0,49.0,45.0,?
0.619593277841,?,-1,76.7413081015,2.0,1.0,5,2,2.0,4.0,?,11.0,79.0,1
0.354004389249,?,1,61.0022594524,1.0,1.0,5,4,3.0,1.0,?,43.0,55.0,1
0.75611484616,0.405183149657,1,52.644039349,2.0,1.0,5,5,1.0,3.0,1,36.0,65.0,0
0.455123919279,0.570357685114,1,71.394566749,1.0,3.0,5,5,3.0,2.0,0,43.0,63.0,0
0.604446643977,0.247995392143,-1,75.5565400521,?,1.0,?,1,3.0,2.0,?,11.0,60.0,0
0.145464722069,0.717509527441,1,70.9257007592,1.0,?,1,3,2.0,1.0,?,48.0,55.0,0
0.285037555592,0.369977541337,1,66.218002735,2.0,0.0,2,5,0.0,2.0,0,72.0,23.0,1
0.356605045193,0.685358400482,0,58.9866699927,1.0,?,1,2,1.0,4.0,1,69.0,55.0,0
0.498670722126,?,1,64.4080299094,2.0,0.0,5,5,?,1.0,0,21.0,60.0,1
0.865593809379,0.492802266407,1,78.3314815034,2.0,1.0,2,5,1.0,2.0,1,?,64.0,1
0.555319972977,0.528379599545,-1,83.9365715617,3.0,2.0,3,4,1.0,1.0,1,47.0,54.0,1
0.385508649139,0.720008307558,0,66.9051402187,1.0,2.0,2,4,2.0,4.0,0,44.0,76.0,0
0.589566021193,0.477432166479,?,63.6414688008,0.0,2.0,2,5,2.0,2.0,1,36.0,31.0,0
0.679621076349,0.29340809668,1,64.0884409918,1.0,1.0,3,1,2.0,1.0,0,40.0,47.0,0
0.796066872774,0.533157021175,1,53.3385194133,3.0,1.0,3,2,3.0,1.0,0,30.0,60.0,0
0.651347113542,0.502385074956,?,68.3418702491,2.0,0.0,4,4,3.0,2.0,1,36.0,23.0,1
0.115334011092,0.498453439668,0,57.7748497271,2.0,2.0,4,2,3.0,3.0,0,62.0,67.0,1
0.419234334146,0.573767055938,0,66.7662787767,1.0,?,3,4,1.0,3.0,1,49.0,37.0,1
0.0309846626818,?,-1,78.3188001249,1.0,0.0,2,1,2.0,4.0,?,33.0,41.0,1
0.754242843351,0.383816582839,?,74.4380241246,2.0,2.0,4,3,3.0,1.0,1,18.0,58.0,0
0.266659570172,0.627043841212,0,75.804112886,3.0,1.0,?,5,4.0,2.0,0,?,?,1
?,0.364298140513,1,70.8495217348,2.0,2.0,3,5,3.0,0.0,1,1.0,53.0,1
0.633879192623,0.608735775077,-1,56.5769493087,2.0,2.0,3,3,3.0,1.0,1,55.0,68.0,1
0.516278050284,0.346025629024,-1,74.1891626891,0.0,2.0,4,?,5.0,3.0,0,33.0,17.0,0
0.796008441382,0.287729353743,0,63.4950362522,2.0,2.0,1,1,2.0,2.0,0,33.0,93.0,0
0.0461594497343,-0.0280043001616,-1,70.5232257228,2.0,2.0,2,5,3.0,2.0,1,55.0,118.0,1
0.646696137498,0.278953335443,1,60.3097193337,2.0,2.0,5,3,3.0,3.0,1,58.0,46.0,1
?,0.456939417887,?,60.9418324902,2.0,1.0,3,4,?,?,1,54.0,10.0,1
0.394596348007,0.337387704878,0,57.8924281731,1.0,2.0,3,5,1.0,1.0,0,10.0,36.0,0
0.374723801683,0.690019077749,-1,54.9783311205,1.0,1.0,2,2,4.0,2.0,1,68.0,59.0,1
0.259860616685,0.590700737021,-1,56.2450700206,1.0,2.0,5,?,3.0,2.0,1,34.0,44.0,0
0.0564713826835,0.469398760167,-1,66.3009291667,1.0,2.0,2,3,3.0,2.0,1,75.0,39.0,1
?,0.240613759806,1,58.8280440892,3.0,1.0,2,4,2.0,4.0,1,39.0,47.0,1
0.776845697335,0.487411377498,0,64.586596533,1.0,2.0,1,1,3.0,3.0,0,53.0,90.0,0
0.676891719041,0.313592284488,0,66.2353033399,?,0.0,1,1,2.0,4.0,0,53.0,34.0,1
0.38244911681,0.472145012267,-1,70.3937286668,1.0,1.0,4,5,2.0,?,0,?,21.0,1
0.407826878494,0.49454419436,0,68.2205822935,1.0,0.0,5,2,4.0,?,1,57.0,36.0,1
0.375807437731,0.383194909872,-1,68.0554860645,0.0,1.0,3,5,3.0,4.0,0,70.0,73.0,?
?,?,0,52.2902139961,3.0,1.0,4,3,2.0,3.0,0,?,68.0,?
0.424523125356,0.355028724451,-1,76.8272225199,2.0,2.0,1,1,4.0,4.0,1,48.0,38.0,1
0.00797927823786,0.329092394959,1,45.0391915386,?,2.0,3,5,1.0,?,1,51.0,41.0,1
0.478636654642,0.376969419403,0,74.8519523922,?,2.0,2,1,3.0,3.0,1,60.0,58.0,0
0.0779625729341,0.677290819363,1,59.666984807,1.0,2.0,5,4,2.0,2.0,0,47.0,81.0,?
0.391206697908,0.385988334655,1,67.8605886776,1.0,?,5,3,2.0,2.0,0,65.0,?,0
0.397766509257,0.47493105722,1,61.1525452107,0.0,2.0,2,4,2.0,0.0,1,56.0,18.0,1
0.701979809369,0.476976716558,0,57.3431907077,1.0,1.0,3,3,2.0,0.0,0,27.0,100.0,0
0.546122559487,0.560203921582,-1,57.8884988864,2.0,1.0,3,4,2.0,3.0,1,49.0,52.0,1
0.481069991282,0.376519375902,1,73.2766659729,1.0,0.0,5,2,0.0,3.0,1,64.0,56.0,1
0.684118120287,0.50865612398,1,58.7754052965,2.0,1.0,5,2,2.0,2.0,0,41.0,27.0,1
0.35471871382,0.227563415166,1,69.3703620566,3.0,2.0,1,5,3.0,2.0,0,14.0,73.0,0
0.530810500495,0.615802283835,1,69.6291131183,1.0,0.0,5,2,3.0,2.0,0,68.0,56.0,1
0.393283406255,0.966670583058,0,63.3784135419,2.0,3.0,5,2,3.0,2.0,1,74.0,39.0,1
0.543143218175,0.32503756861,-1,58.6588117649,2.0,2.0,5,1,3.0,3.0,1,26.0,37.0,1
0.553645771763,-0.0690226497464,1,61.6459376032,1.0,1.0,4,2,3.0,2.0,1,9.0,58.0,1
0.589768078571,0.146566876117,-1,52.963952931,1.0,1.0,4,2,1.0,2.0,1,?,29.0,0
0.776131761888,0.544834107913,1,81.8106608389,2.0,1.0,1,2,2.0,2.0,1,65.0,33.0,1
0.50126117721,0.557441534871,1,65.6096780675,1.0,1.0,?,2,3.0,1.0,0,36.0,?,1
0.793898937365,0.805521066373,-1,74.7207326286,2.0,3.0,1,5,3.0,3.0,1,50.0,91.0,0
?,0.526456961517,-1,54.0788547342,1.0,2.0,5,2,3.0,2.0,?,41.0,50.0,0
0.522593626307,0.266116980398,-1,62.7049568089,?,2.0,1,3,2.0,3.0,1,79.0,24.0,1
0.315630526379,0.588660540423,0,62.8418860749,?,3.0,3,4,3.0,4.0,?,49.0,55.0,0
0.752395188323,0.609047191758,0,79.9348586788,1.0,0.0,4,3,3.0,4.0,0,39.0,51.0,1
0.220164808476,0.617054120044,-1,77.6358470282,1.0,0.0,1,1,3.0,3.0,0,35.0,48.0,1
0.265442474362,0.695971599386,1,73.4640453519,1.0,1.0,2,2,4.0,2.0,0,58.0,29.0,1
0.441798963745,0.202567162162,0,?,1.0,2.0,5,3,3.0,?,1,11.0,29.0,0
0.722235152142,0.492911340367,-1,72.690701271,4.0,4.0,3,4,4.0,1.0,1,61.0,84.0,1
0.633919071795,0.747812812991,1,57.3406264264,2.0,2.0,2,1,1.0,2.0,1,53.0,60.0,1
0.633869844412,0.371678761394,1,77.8321469539,2.0,1.0,5,4,3.0,3.0,1,45.0,?,1
0.428059401859,0.717547710637,0,62.7456198828,3.0,3.0,5,5,4.0,2.0,1,43.0,38.0,1
0.223605406757,0.432835524889,0,62.6381755102,1.0,1.0,5,5,4.0,4.0,1,46.0,69.0,1
0.647514544139,0.11098513066,1,69.377664319,?,1.0,4,5,3.0,4.0,0,36.0,76.0,0
0.386520276275,0.642054670461,1,66.6754729828,1.0,2.0,1,5,1.0,1.0,0,43.0,43.0,0
0.142258454483,0.62589446223,0,63.0703125932,1.0,3.0,2,1,?,3.0,1,56.0,43.0,1
0.282611698241,0.530542566849,0,76.1022534166,3.0,0.0,3,2,1.0,2.0,1,53.0,35.0,?
0.43842448925,0.883532028958,-1,68.8214675375,1.0,2.0,1,4,1.0,3.0,1,49.0,40.0,0
0.316332504161,0.427557990316,1,61.518955964,2.0,2.0,1,?,1.0,1.0,0,55.0,30.0,1
0.629964558001,0.528510448744,1,65.8682587979,0.0,2.0,1,1,1.0,4.0,1,36.0,36.0,0
0.695144506402,0.992939641443,-1,69.9454073294,1.0,1.0,5,?,?,3.0,0,14.0,21.0,1
0.658086348708,?,-1,73.2562876069,2.0,3.0,2,5,2.0,2.0,0,74.0,69.0,0
0.644314368671,0.905184652365,1,63.4964317046,0.0,1.0,1,2,3.0,3.0,1,17.0,17.0,0
0.742378386709,-0.0384041341598,0,?,1.0,2.0,2,4,2.0,3.0,0,63.0,70.0,1
?,0.193952787164,1,71.0033450895,1.0,3.0,4,5,2.0,4.0,1,30.0,31.0,0
0.323583406808,0.0418793565682,-1,76.0817598081,1.0,1.0,4,3,1.0,2.0,0,42.0,56.0,0
0.396127123628,0.341783529564,0,70.9517831759,2.0,?,3,1,4.0,?,0,81.0,44.0,0
0.386971427889,0.296286041227,0,59.489616054,2.0,2.0,3,1,3.0,2.0,0,?,71.0,1
0.199773539103,0.975584178948,?,59.8868326396,2.0,0.0,3,2,4.0,1.0,1,34.0,48.0,1
0.177298004518,0.833116726185,-1,62.2720498711,0.0,2.0,1,5,4.0,3.0,0,39.0,34.0,0
0.684954211235,0.38189724174,-1,57.1010979359,1.0,1.0,1,?,0.0,1.0,0,42.0,65.0,1
0.373756530392,0.42634449088,1,65.3972040795,2.0,1.0,2,3,3.0,2.0,0,85.0,78.0,1
0.776765480946,0.797871780424,-1,65.6154302386,3.0,0.0,4,1,2.0,2.0,1,86.0,32.0,1
0.322828113994,0.48023311182,0,?,3.0,?,4,3,2.0,3.0,?,64.0,65.0,1
0.592906131161,0.288279286814,-1,66.602542658,?,?,3,1,0.0,4.0,1,71.0,42.0,0
0.877615557036,0.531174838945,0,77.4626780278,1.0,2.0,3,1,3.0,3.0,0,10.0,42.0,0
0.298158517386,0.365250969063,1,58.4408245975,1.0,?,?,4,3.0,3.0,1,30.0,72.0,0
0.632842668448,0.363937187828,1,68.198982432,2.0,1.0,4,5,4.0,2.0,1,105.0,92.0,1
0.632857425387,0.137696458477,0,77.5288238556,2.0,2.0,2,3,2.0,3.0,0,23.0,13.0,0
0.366619581108,0.458442828991,-1,68.6850745292,1.0,-1.0,2,1,2.0,3.0,0,64.0,49.0,1
0.475977031006,0.732031314725,0,78.4903565935,?,2.0,?,2,3.0,2.0,1,63.0,78.0,?
0.538904367309,0.923873886488,0,74.3579307327,?,2.0,2,3,3.0,3.0,0,56.0,69.0,1
0.220865174271,0.584063041135,-1,58.3918808081,1.0,3.0,4,3,3.0,3.0,1,51.0,49.0,0
0.763447259849,0.773553683908,0,64.2591978756,2.0,1.0,5,4,?,3.0,?,39.0,52.0,1
0.634072949515,0.382365720772,-1,51.6159568111,2.0,1.0,4,3,4.0,3.0,1,79.0,60.0,1
0.500335520255,0.66845585501,1,63.3109460184,1.0,3.0,?,4,2.0,2.0,0,?,55.0,0
0.711806566468,0.421197962997,-1,61.616419185,1.0,0.0,?,5,2.0,4.0,1,34.0,27.0,1
0.657717687932,0.640811560757,0,68.4842758611,0.0,0.0,5,1,5.0,3.0,0,14.0,49.0,1
0.57477571267,0.725847002693,0,68.4134866434,1.0,2.0,5,2,2.0,1.0,0,31.0,41.0,0
0.596655738234,0.40954794475,-1,54.1000820186,0.0,1.0,4,2,2.0,2.0,?,43.0,34.0,0
0.377753946511,?,0,54.2269460266,2.0,1.0,4,4,2.0,4.0,0,64.0,54.0,1
0.396533091425,0.0398860565293,1,63.9876382149,1.0,2.0,3,2,3.0,3.0,1,?,43.0,0
0.615778826059,0.383905247267,-1,57.3723643306,1.0,2.0,?,5,5.0,3.0,0,79.0,?,1
0.402483477902,0.545237416475,1,86.9511655225,1.0,2.0,5,5,3.0,4.0,0,26.0,46.0,0
0.444682509472,0.380109949295,1,61.0462642896,4.0,3.0,3,3,3.0,3.0,1,60.0,51.0,1
0.390195430804,0.552182597738,1,72.8821895795,2.0,2.0,3,2,3.0,1.0,1,64.0,65.0,1
0.721337663572,0.419037007181,-1,66.7685428004,2.0,2.0,?,3,5.0,3.0,0,68.0,21.0,1
0.0461318450004,0.518375638695,1,68.0958523932,2.0,1.0,3,3,4.0,2.0,1,46.0,68.0,1
0.660229025666,0.815188719041,-1,58.5457707634,1.0,2.0,5,4,3.0,3.0,0,42.0,16.0,1
0.543826406888,0.474998260077,1,79.9029618276,1.0,2.0,4,1,2.0,?,0,54.0,37.0,0
0.767714630109,0.53658460496,0,61.1264525914,2.0,1.0,4,2,3.0,3.0,0,105.0,54.0,1
0.598815990387,0.389995922503,-1,62.3403739208,0.0,0.0,3,?,2.0,2.0,1,17.0,41.0,1
0.691292436074,0.255526942692,1,74.2604727588,1.0,1.0,2,5,3.0,2.0,0,56.0,33.0,1
0.261895016169,0.393325560122,1,64.8730292862,1.0,3.0,5,3,2.0,3.0,0,78.0,39.0,0
0.389234522165,0.315910453932,0,69.0112599476,?,2.0,5,5,3.0,2.0,0,26.0,79.0,0
0.845861276742,0.227848272324,-1,55.1251988374,2.0,3.0,1,3,1.0,1.0,0,46.0,24.0,?
0.288214448093,0.718049345366,?,54.1339924807,0.0,3.0,4,3,4.0,3.0,0,27.0,53.0,0
0.395628988365,0.270342324944,0,48.2595462474,0.0,2.0,4,1,4.0,3.0,1,54.0,17.0,1
0.101153782515,0.554240575261,0,57.0033625896,?,1.0,5,5,3.0,2.0,1,22.0,58.0,1
?,0.31128540239,1,67.4495844521,1.0,2.0,4,4,1.0,1.0,0,21.0,49.0,0
0.552057721691,0.35487518412,-1,68.7754392267,3.0,1.0,5,3,3.0,?,1,40.0,4.0,1
0.49420216882,0.499590807321,0,69.3992948736,2.0,2.0,5,3,3.0,2.0,?,68.0,33.0,1
0.335234007704,0.468746525713,0,67.0214532195,1.0,2.0,1,5,5.0,3.0,1,47.0,63.0,0
?,0.303921535852,1,48.278502908,?,2.0,5,2,1.0,4.0,0,60.0,35.0,1
0.796441533289,0.825132407559,0,64.9890276841,2.0,1.0,5,3,2.0,3.0,1,58.0,74.0,1
?,0.527534984315,-1,58.3704835606,0.0,?,5,3,?,3.0,0,68.0,12.0,1
0.206363788401,0.459888572778,0,78.5843216072,3.0,1.0,1,4,1.0,3.0,0,69.0,23.0,1
0.666088368826,0.193742940161,-1,68.5912167397,2.0,3.0,1,5,3.0,2.0,?,61.0,?,0
0.23460892824,0.295676294939,0,52.6019109806,1.0,0.0,?,2,?,4.0,0,85.0,62.0,1
0.407214813682,0.0192921643138,?,59.2003892023,1.0,3.0,5,3,1.0,1.0,0,63.0,75.0,0
0.633165262094,0.730358120911,1,74.6074662081,0.0,0.0,4,4,3.0,4.0,0,21.0,68.0,1
0.555259634478,0.677349621263,0,60.357037428,0.0,1.0,2,3,3.0,2.0,0,50.0,40.0,0
0.359151474523,0.592618438875,1,68.1458598342,0.0,1.0,4,5,?,?,0,43.0,18.0,0
0.433953626933,0.346007843597,-1,?,1.0,1.0,1,3,?,4.0,0,46.0,29.0,1
0.267506425909,0.502563597264,-1,63.882098989,1.0,2.0,4,?,2.0,3.0,0,44.0,51.0,0
0.522093099451,0.632470851163,1,?,2.0,-1.0,3,3,2.0,3.0,0,43.0,46.0,?
0.662802626291,0.443022242897,0,58.5854044619,1.0,0.0,5,5,2.0,4.0,1,32.0,52.0,1
0.436617230927,0.671307709892,1,72.6561331743,0.0,0.0,3,5,3.0,5.0,1,73.0,42.0,1
0.628572420869,0.358087507654,-1,71.3068032377,1.0,1.0,1,1,2.0,2.0,1,33.0,45.0,1
0.978642985495,0.290977327129,-1,64.7130856836,2.0,1.0,3,1,4.0,3.0,0,26.0,72.0,0
0.900543207017,0.218047715339,-1,60.6783464814,1.0,-1.0,2,4,1.0,2.0,1,31.0,63.0,0
0.838931847634,0.381939295833,0,60.4280184977,1.0,1.0,4,1,4.0,3.0,1,58.0,55.0,1
0.712118455587,0.31722152055,0,65.3576154002,-1.0,0.0,5,5,2.0,1.0,1,44.0,41.0,0
0.284831219091,0.888644140645,1,70.5236694425,1.0,3.0,5,4,2.0,2.0,0,38.0,53.0,0
0.0796982662134,0.242862840445,-1,70.553367807,0.0,1.0,3,1,3.0,1.0,0,47.0,29.0,0
0.278778067384,0.518961341797,-1,84.8377847043,2.0,1.0,5,1,2.0,2.0,1,92.0,22.0,1
0.756371044576,0.605451989944,0,71.7091084411,2.0,1.0,2,1,3.0,4.0,1,67.0,100.0,1
1.02406656178,0.311318641476,1,63.8175219374,2.0,3.0,1,2,4.0,2.0,0,53.0,99.0,0
0.497763901023,0.596761199521,-1,68.7307559037,0.0,2.0,4,5,3.0,?,0,39.0,28.0,0
0.475350223123,0.325354081425,0,66.3118421562,2.0,4.0,2,3,2.0,3.0,0,70.0,33.0,0
0.498944067528,0.581368942666,1,59.5729782096,1.0,3.0,2,5,1.0,2.0,1,?,34.0,0
0.600206760046,0.607173594944,?,65.7468085615,1.0,3.0,5,4,4.0,?,1,47.0,25.0,1
1.0063571772,?,-1,67.6100791067,1.0,1.0,1,3,3.0,1.0,1,35.0,?,1
0.598362546957,0.314319001687,-1,58.2538134171,1.0,2.0,5,2,2.0,2.0,0,68.0,28.0,0
0.551449248958,0.23121645261,-1,57.5497907569,3.0,1.0,1,1,2.0,1.0,0,51.0,47.0,0
0.388605020453,0.751307062604,-1,75.4804282485,2.0,3.0,4,5,1.0,3.0,0,58.0,72.0,0
0.625477138038,0.521443277123,-1,57.4101794942,1.0,1.0,4,3,3.0,1.0,0,53.0,44.0,1
0.795270360862,0.493927602108,1,66.0498987721,3.0,1.0,?,2,4.0,3.0,1,47.0,5.0,?
0.465092101008,0.386581182996,?,?,0.0,2.0,2,5,2.0,4.0,0,34.0,40.0,0
0.730385977253,0.513463586558,1,72.3007324673,2.0,3.0,3,2,4.0,4.0,0,82.0,65.0,0
0.622612306297,0.214568391512,-1,64.9596800012,0.0,2.0,2,1,2.0,3.0,0,19.0,38.0,0
0.180770458682,0.811530843263,0,70.6481098866,2.0,2.0,3,5,1.0,3.0,0,30.0,68.0,1
0.723025073919,0.474311108603,1,55.1374947328,2.0,2.0,1,2,2.0,4.0,0,67.0,89.0,1
0.309947948346,0.285785349397,-1,59.3685551233,3.0,3.0,3,3,3.0,3.0,0,69.0,49.0,1
0.574274596024,0.290447671963,-1,59.2911514545,2.0,1.0,5,3,2.0,2.0,0,38.0,19.0,1
0.366250703721,0.58705258269,1,72.6843037723,2.0,2.0,1,2,3.0,2.0,1,?,60.0,1
0.516834354965,0.469745164196,-1,61.6711240088,0.0,2.0,1,2,4.0,3.0,1,36.0,37.0,0
0.493774248857,0.292082497596,-1,65.8103993994,2.0,2.0,5,5,2.0,3.0,1,48.0,32.0,1
0.384901342973,?,1,70.3564599838,?,2.0,2,5,2.0,3.0,?,25.0,58.0,0
0.554124444056,0.866332727799,0,66.671605867,1.0,2.0,2,5,4.0,3.0,1,36.0,25.0,1
0.346493983169,0.90854884221,1,66.5802754769,2.0,1.0,1,4,2.0,3.0,1,50.0,53.0,1
0.351328328041,0.592608497181,0,60.7309883988,2.0,1.0,3,1,0.0,3.0,?,-11.0,67.0,0
0.680769815196,0.586576398598,?,63.3003514398,4.0,2.0,5,4,5.0,?,1,?,11.0,1
0.25249408465,0.427688234156,1,66.3543820644,3.0,1.0,3,1,2.0,2.0,0,50.0,17.0,1
0.593271636435,0.37593709974,1,65.7162511794,1.0,2.0,4,3,2.0,3.0,0,14.0,48.0,0
0.514699304205,0.227124460948,0,63.9141554871,1.0,3.0,5,1,5.0,2.0,0,41.0,?,0
0.883118657648,0.449427268398,0,?,3.0,3.0,1,5,4.0,2.0,1,?,?,1
0.29050712572,0.452488757072,0,52.2539776818,1.0,1.0,4,5,3.0,4.0,0,15.0,36.0,1
?,0.445336803877,-1,65.6517314092,2.0,3.0,3,5,2.0,1.0,0,-18.0,36.0,1
0.532918752347,0.518540196807,1,?,1.0,1.0,3,5,2.0,3.0,1,48.0,54.0,1
0.835848457511,0.469169773274,-1,85.1037872392,?,3.0,2,2,1.0,1.0,1,56.0,98.0,0
0.47175373599,0.616238476931,-1,74.7865248553,3.0,0.0,2,4,3.0,2.0,1,35.0,32.0,1
0.16233803762,0.584587479746,-1,57.2637222617,1.0,1.0,4,1,3.0,2.0,0,47.0,58.0,1
?,0.312569323904,0,80.5808362184,1.0,2.0,4,1,3.0,2.0,1,78.0,47.0,0
0.340976911548,0.515446214403,0,58.0911140336,3.0,2.0,?,5,3.0,2.0,1,34.0,56.0,1
0.42634639545,0.651766378464,?,67.8942387589,1.0,0.0,2,5,4.0,4.0,0,55.0,59.0,1
0.353787846113,0.248103557927,1,60.1306113011,3.0,3.0,1,2,3.0,3.0,0,30.0,39.0,1
0.425019527798,0.458533585303,1,62.4426125797,1.0,?,4,4,1.0,4.0,0,80.0,21.0,1
0.442364525008,0.418973108335,?,74.1110654702,1.0,1.0,4,1,2.0,0.0,0,35.0,55.0,1
0.458520178819,0.858277968485,0,71.8297005142,1.0,1.0,3,3,?,3.0,1,32.0,47.0,1
0.724725806932,0.392816902008,1,57.4856372673,1.0,3.0,2,3,2.0,1.0,0,53.0,43.0,0
0.543020960496,0.422135431311,0,65.914662944,1.0,2.0,5,5,2.0,3.0,0,47.0,55.0,0
0.767943868607,0.102268315532,-1,60.9846492298,0.0,2.0,5,5,?,3.0,0,59.0,20.0,0
0.32790541596,0.26385799101,0,61.8262925952,2.0,0.0,2,2,3.0,1.0,1,35.0,81.0,1
0.804368247947,0.344524735288,1,61.7929564253,?,2.0,2,3,1.0,3.0,0,62.0,10.0,1
?,0.710509084074,-1,?,2.0,1.0,1,1,3.0,3.0,0,49.0,38.0,1
0.665051420871,0.875298461052,-1,60.9638891094,1.0,0.0,5,4,3.0,4.0,0,37.0,31.0,1
